10.205.52.80,nos-opt-web-main,NOS-OPT-WEB-06.IDC01
10.205.52.81,nos-iqm-web-main,NOS-IQM-WEB-01.IDC01
10.205.52.82,nos-iqm-web-main,NOS-IQM-WEB-02.IDC01
10.205.52.83,nos-iqm-web-main,NOS-IQM-WEB-03.IDC01
10.205.52.84,nos-iqm-web-main,NOS-IQM-WEB-04.IDC01
10.205.52.85,nos-iqm-web-main,NOS-IQM-WEB-05.IDC01
10.205.52.86,nos-job,NOS-JOB-01.IDC01
10.205.52.87,nos-job,NOS-JOB-02.IDC01
10.205.52.88,nos-job,NOS-JOB-03.IDC01
10.205.52.89,nos-omg-sync,NOS-SYNC-01.IDC01
10.205.52.90,nos-sync,NOS-SYNC-02.IDC01
10.205.52.91,nos-sync,NOS-SYNC-03.IDC01
10.205.52.92,nos-sync,NOS-SYNC-04.IDC01
10.205.52.93,nos-sync,NOS-SYNC-05.IDC01
10.205.52.94,nos-opm-mq-sync-job,NOS-OPM-SYNC-01.IDC01
10.205.52.95,nos-opm-mq-sync-job,NOS-OPM-SYNC-02.IDC01
10.205.52.96,nos-opm-mq-sync-job,NOS-OPM-SYNC-03.IDC01
10.205.52.97,nos-opt-mq-sync-job,NOS-OPT-SYNC-06.IDC01
10.205.52.98,nos-opt-mq-sync-job,NOS-OPT-SYNC-07.IDC01
10.205.52.99,nos-opt-mq-sync-job,NOS-OPT-SYNC-01.IDC01
10.205.54.129,nos-elastic-job,PROD-ELASTIC-JOB
10.205.54.86,nos-opt-mq-sync-job,NOS-OPT-SYNC-08.IDC01
10.205.54.87,nos-opm-provider,NOS-OPM-PRO-08.IDC01
10.205.54.88,nos-opt-provider,NOS-OPT-PRO-08.IDC01
10.205.54.89,nos-omg-sync,NOS-OMG-SYNC-06.IDC01
10.205.54.93,nos-job,NOS-JOB-04.IDC01
10.205.54.94,nos-sync,NOS-SYNC-06.IDC01
10.205.54.95,nos-opm-mq-sync-job,NOS-OPM-SYNC-04.IDC01
10.205.55.10,nos-redis,NOS-STATICROUTE-REDIS.IDC01
10.205.55.203,nos-cam-provider,NOS-CAM-PROVIDER-01.IDC01
10.205.55.204,nos-cam-provider,NOS-CAM-PROVIDER-02.IDC01
10.205.55.205,nos-cam-provider,NOS-CAM-PROVIDER-03.IDC01
10.205.55.206,nos-cam-provider,NOS-CAM-PROVIDER-04.IDC01
10.205.55.207,nos-cam-web-main,NOS-CAM-WEB-MAIN-01.IDC01
10.205.55.208,nos-cam-web-main,NOS-CAM-WEB-MAIN-02.IDC01
10.205.55.209,nos-cam-web-main,NOS-CAM-WEB-MAIN-03.IDC01
10.205.55.210,nos-cam-web-main,NOS-CAM-WEB-MAIN-04.IDC01
10.205.55.211,nos-cr-provider,NOS-CR-PROVIDER-01.IDC01
10.205.55.212,nos-cr-provider,NOS-CR-PROVIDER-02.IDC01
10.205.55.213,nos-cr-provider,NOS-CR-PROVIDER-03.IDC01
10.205.55.214,nos-cr-provider,NOS-CR-PROVIDER-04.IDC01
10.205.55.216,nos-job,NOS-JOB-05.IDC01
10.205.55.217,nos-job,NOS-JOB-06.IDC01
10.205.55.218,nos-opm-mq-sync-job,NOS-OPM-SYNC-JOB-05.IDC01
10.205.55.219,nos-opm-mq-sync-job,NOS-OPM-SYNC-JOB-06.IDC01
10.205.55.220,nos-mysql,nos2-prod-mysql-01
10.205.55.221,nos-mysql,nos2-prod-mysql-02
10.205.55.227,nos-gsm-web-api,nos.tomcat.nos-gsm-web-main.01.idc01
10.205.55.228,nos-gsm-web-api,nos.tomcat.nos-gsm-web-main.02.idc01
10.205.55.229,nos-gsm-web-api,nos.tomcat.nos-gsm-web-main.03.idc01
10.205.55.230,nos-gsm-web-api,nos.tomcat.nos-gsm-web-main.04.idc01
10.205.55.231,nos-gsm-web-api,nos.tomcat.nos-gsm-web-main.05.idc01
10.205.55.232,nos-gsm-api-main,nos.tomcat.nos-gsm-web-api.01.idc01
10.205.55.233,nos-gsm-api-main,nos.tomcat.nos-gsm-web-api.02.idc01
10.205.55.234,nos-gsm-api-main,nos.tomcat.nos-gsm-web-api.03.idc01
10.205.55.235,nos-gsm-api-main,nos.tomcat.nos-gsm-web-api.04.idc01
10.205.55.236,nos-gsm-api-main,nos.tomcat.nos-gsm-web-api.05.idc01
10.205.55.237,nos-gsm-provider,nos.tomcat.nos-gsm-provider.01.idc01
10.205.55.238,nos-gsm-provider,nos.tomcat.nos-gsm-provider.02.idc01
10.205.55.239,nos-gsm-provider,nos.tomcat.nos-gsm-provider.03.idc01
10.205.55.240,nos-gsm-provider,nos.tomcat.nos-gsm-provider.04.idc01
10.205.55.241,nos-gsm-provider,nos.tomcat.nos-gsm-provider.05.idc01
10.205.55.242,nos-cfm-web-main,nos
10.205.55.243,nos-cfm-web-main,nos
10.205.55.244,nos-cfm-web-main,nos
10.205.55.245,nos-cfm-web-main,nos
10.205.55.246,nos-cfm-web-main,nos
10.205.55.247,nos-cfm-provider,nos
10.205.55.248,nos-cfm-provider,nos
10.205.55.249,nos-cfm-provider,nos
10.205.55.250,nos-cfm-provider,nos
10.205.55.253,nos-cfm-provider,nos
10.205.70.59,nos-soc-provider,nos.tomcat.nos-soc-provider.01.idc01
10.205.70.60,nos-soc-provider,nos.tomcat.nos-soc-provider.02.idc01
10.205.70.61,nos-soc-web-main,nos.tomcat.nos-soc-web-main.01.idc01
10.205.70.62,nos-soc-web-main,nos.tomcat.nos-soc-web-main.02.idc01
10.205.70.63,nos-soc-web-api,nos.tomcat.nos-soc-web-api.01.idc01
10.205.70.64,nos-soc-web-api,nos.tomcat.nos-soc-web-api.02.idc01
10.205.64.21,nos-mysql,NOS-MYSQL-01
10.205.64.22,nos-mysql,NOS-MYSQL-02
10.205.64.221,staticroute,nos.tomcat.nos-staticroute-ai.01.idc01
10.205.64.23,nos-mysql,NOS-MYSQL-03
10.205.64.24,nos-mysql,NOS-MYSQL-04
10.205.64.25,nos-mysql,NOS-MYSQL-05
10.205.64.26,nos-mysql,BMS-MYSQL-01
10.205.64.30,nos-mycat,MYCAT-PRS-NOS-01
10.205.64.31,nos-mycat,MYCAT-PRS-NOS-02
10.205.71.117,nos-cam-provider,nos.tomcat.nos-cam-provider.01.idc01
10.205.71.118,nos-cam-provider,nos.tomcat.nos-cam-provider.02.idc01
10.205.71.119,nos-cam-provider,nos.tomcat.nos-cam-provider.03.idc01
10.205.71.120,nos-cam-provider,nos.tomcat.nos-cam-provider.04.idc01
10.205.71.121,nos-cam-provider,nos.tomcat.nos-cam-provider.05.idc01
10.205.64.60,staticroute,nos.tomcat.staticroute.01.idc01
10.205.64.62,nos-mysql,nos.mysql.mysql.06.idc01
10.205.64.61,staticroute,nos.tomcat.staticroute.02.idc01
10.205.64.63,nos-mysql,nos.mysql.mysql.07.idc01
10.205.18.158,ddp-rmq,DDP3-RMQ-MASTER-01.IDC01
10.205.18.159,ddp-rmq,DDP3-RMQ-MASTER-02.IDC01
10.205.55.138,oms-order-main,oms.tomcat.oms-order-main.01.idc01
10.205.55.139,oms-order-main,oms.tomcat.oms-order-main.02.idc01
10.205.55.140,oms-order-mq,oms.tomcat.oms-order-mq.01.idc01
10.205.55.141,oms-order-mq,oms.tomcat.oms-order-mq.02.idc01
10.205.55.142,oms-order-remind,OMS-ORDER-REMIND-01
10.205.55.143,oms-order-remind,OMS-ORDER-REMIND-02
10.205.55.144,oms-order-job,oms.tomcat.oms-order-job.01.idc01
10.205.55.145,oms-order-job,oms.tomcat.oms-order-job.02.idc01
10.205.55.146,oms-channel-provider,oms.tomcat.oms-channel-provider.01.idc01
10.205.55.147,oms-channel-provider,oms.tomcat.oms-channel-provider.02.idc01
10.205.55.148,oms-ddp-sync,oms.tomcat.oms-ddp-sync.01.idc01
10.205.55.149,oms-ddp-sync,oms.tomcat.oms-ddp-sync.02.idc01
10.205.55.150,oms-omg-sync,oms.tomcat.oms-omg-sync.01.idc01
10.205.55.151,oms-omg-sync,oms.tomcat.oms-omg-sync.02.idc01
10.205.55.152,oms-track-push,oms.tomcat.oms-track-push.01.idc01
10.205.55.153,oms-track-push,oms.tomcat.oms-track-push.02.idc01
10.205.55.154,oms-dps-order,OMS-DPS-ORDER-01
10.205.55.155,oms-dps-order,OMS-DPS-ORDER-02
10.205.55.156,oms-dps-track,OMS-DPS-TRACK-01
10.205.55.157,oms-dps-track,OMS-DPS-TRACK-02
10.205.55.158,oms-dps-track,OMS-DPS-TRACK-03
10.205.55.159,oms-dps-track,OMS-DPS-TRACK-04
10.205.55.160,oms-dps-client,OMS-DPS-CLIENT-ORDER-01
10.205.55.161,oms-dps-client,OMS-DPS-CLIENT-ORDER-02
10.205.55.162,oms-ddp-sync,oms.tomcat.oms-ddp-sync.03.idc01
10.205.55.163,oms-ddp-sync,oms.tomcat.oms-ddp-sync.04.idc01
10.205.55.164,oms-redis,OMS-REDIS01.PROD
10.205.55.165,oms-redis,oms.monitor.dubbo.01.idc01
10.205.55.166,oms-mq,OMS-MQ01.PROD
10.205.55.167,oms-mq,OMS-MQ02.PROD
10.205.55.168,oms-zk,oms.zookeeper.zookeeper.01.idc01
10.205.55.169,oms-zk,oms.zookeeper.zookeeper.02.idc01
10.205.55.170,oms-zk,oms.zookeeper.zookeeper.03.idc01
10.205.55.195,oms-mycat,OMS-MYCAT-01.IDC01
10.205.55.196,oms-mycat,OMS-MYCAT-02.IDC01
10.205.70.47,oms-portal,omg.tomcat.omg-portal-main.01.idc01
10.205.70.48,oms-portal,omg.tomcat.omg-portal-main.02.idc01
10.205.70.49,oms-portal,omg.tomcat.omg-portal-main.03.idc01
10.205.70.50,oms-portal,omg.tomcat.omg-portal-job.01.idc01
10.205.70.51,oms-portal,omg.tomcat.omg-portal-job.02.idc01
10.205.70.78,oms-track-mq,oms.tomcat.oms-track-mq.01.idc01
10.205.70.79,oms-track-mq,oms.tomcat.oms-track-mq.02.idc01
10.205.70.80,oms-order-main,oms.tomcat.oms-order-main.03.idc01
10.205.70.81,oms-order-main,oms.tomcat.oms-order-main.04.idc01
10.205.34.31,oms-mysql,OMS-MYSQL-01
10.205.34.33,oms-mysql,OMS-MYSQL-02
10.205.70.86,oms-counterwebapp,oms.tomcat.oms-test.01.idc01
10.205.71.73,oms-track-mq,oms.tomcat.oms-track-mq.03.idc01
10.205.71.74,oms-track-mq,oms.tomcat.oms-track-mq.04.idc01
10.205.71.76,oms-qk-mq,oms.tomcat.oms-qk-mq.02.idc01
10.205.71.75,oms-qk-mq,oms.tomcat.oms-qk-mq.01.idc01
