10.205.32.12,ddmp-nginx,UOP-NGINX-02.IDC01
10.205.54.171,omg-manager-main,OMG-MANA-MAIN
10.205.54.179,omg-sso-main,OMG-SSO-MAIN-01
10.205.71.78,omg-redis,omg.redis.redis.01.idc01
10.205.71.79,omg-redis,omg.redis.redis.02.idc01
10.205.71.191,omg-manager-job,omg.tomcat.omg-manager-job.01.idc01
10.205.71.192,omg-manager-job,omg.tomcat.omg-manager-job.02.idc01
10.205.55.100,uop-job,UCE-UOP-JOB-02.IDC01
10.205.55.101,uop-web,UCE-UOP-WEB-01.IDC01
10.205.55.102,uop-web,UCE-UOP-WEB-02.IDC01
10.205.55.103,uop-redis,UOP-REDIS-01.IDC01
10.205.55.104,uop-redis,UOP-REDIS-02.IDC01
10.205.55.107,uop-nginx,uop.nginx.nginx.01.idc01
10.205.55.108,uop-nginx,uop.nginx.nginx.02.idc01
10.205.55.109,uop-mysql,uop-mysql-01
10.205.55.110,uop-mysql,uop-mysql-02
10.205.55.89,uop-main,UCE-UOP-MAIN-01.IDC01
10.205.55.90,uop-main,UCE-UOP-MAIN-02.IDC01
10.205.55.91,uop-main,UCE-UOP-MAIN-03.IDC01
10.205.55.92,uop-main,UCE-UOP-MAIN-04.IDC01
10.205.55.93,uop-provider,UCE-UOP-PROVIDER-01.IDC01
10.205.55.94,uop-provider,UCE-UOP-PROVIDER-02.IDC01
10.205.55.95,uop-mq,UCE-UOP-MQ-01.IDC01
10.205.55.96,uop-mq,UCE-UOP-MQ-02.IDC01
10.205.55.97,uop-mq,UCE-UOP-MQ-03.IDC01
10.205.55.98,uop-mq,UCE-UOP-MQ-04.IDC01
10.205.55.99,uop-job,UCE-UOP-JOB-01.IDC01
10.205.55.112,ubs-bill-web-main,UBS-WEB-01.IDC01
10.205.55.113,ubs-bill-web-main,UBS-WEB-02.IDC01
10.205.55.116,ubs-bill-provider,UBS-PRO-01.IDC01
10.205.55.117,ubs-bill-provider,UBS-PRO-02.IDC01
10.205.55.118,ubs-bill-provider,UBS-PRO-03.IDC01
10.205.55.119,ubs-bill-provider,UBS-PRO-04.IDC01
10.205.55.120,ubs-bill-job,UBS-JOB-01.IDC01
10.205.55.121,ubs-bill-job,UBS-JOB-02.IDC01
10.205.55.123,ubs-redis,UBS-REDIS-02.IDC01
10.205.55.124,ubs-mysql,UBS-MYSQL-01.IDC01
10.205.55.125,ubs-mysql,UBS-MYSQL-02.IDC01
10.205.55.189,ubs-bill-omg-sync,UBS-BILL-OMG-SYNC-01.IDC01
10.205.55.190,ubs-bill-omg-sync,UBS-BILL-OMG-SYNC-02.IDC01
10.205.55.2,ubs-prs-wbms-main,PRS-WBMS-MAIN-01.IDC01
10.205.55.3,ubs-prs-wbms-main,PRS-WBMS-MAIN-02.IDC01
10.205.55.4,ubs-prs-wbms-provider,PRS-WBMS-PROVIDER-01.IDC01
10.205.55.5,ubs-prs-wbms-provider,PRS-WBMS-PROVIDER-02.IDC01
10.205.70.65,ubs-bill-web-main,ubs.tomcat.ubs-bill-web-main-03.idc01
10.205.34.30,ubs-mysql,UBS-MYSQL-01
10.205.55.114,ubs-bill-mq,UBS-MQ-01.IDC01
10.205.55.115,ubs-bill-mq,UBS-MQ-02.IDC01
10.205.70.121,ubs-bill-job,ubs.tomcat.ubs-bill-job.03.idc01
10.205.18.160,prs-redis,PRS-REDIS-MASTER-03.IDC03
10.205.18.161,prs-redis,PRS-REDIS-SLAVE-03.IDC03
10.205.18.183,prs-redis,PRS-REDIS-MASTER-01.IDC03
10.205.18.184,prs-redis,PRS-REDIS-SLAVE-01.IDC03
10.205.18.191,prs-redis,PROD-PRS-REDIS-MASTER-02
10.205.18.192,prs-redis,PROD-PRS-REDIS-SLAVE-02
10.205.53.100,prs-acc-provider,PRS-ACC-PRO-04
10.205.53.101,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-01
10.205.53.102,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-02
10.205.53.103,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-03
10.205.53.104,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-04
10.205.53.105,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-05
10.205.53.106,prs-acc-billprep-mq,PRS-ACC-BILLPREP-MQ-06
10.205.53.107,prs-acc-other-mq,PRS-ACC-OTHER-MQ-01
10.205.53.108,prs-acc-other-mq,PRS-ACC-OTHER-MQ-02
10.205.53.109,prs-acc-other-mq,PRS-ACC-OTHER-MQ-03
10.205.53.110,prs-acc-other-mq,PRS-ACC-OTHER-MQ-04
10.205.53.111,prs-acc-mq,PRS-ACC-MQ-05
10.205.53.112,prs-acc-mq,PRS-ACC-MQ-06
10.205.53.113,prs-acc-mq,PRS-ACC-MQ-07
10.205.53.114,prs-acc-mq,PRS-ACC-MQ-08
10.205.53.115,prs-acc-sett-job,PRS-ACC-SETT-JOB-01
10.205.53.116,prs-acc-sett-job,PRS-ACC-SETT-JOB-02
10.205.53.117,prs-acc-sett-job,PRS-ACC-SETT-JOB-03
10.205.53.118,prs-acc-sett-job,PRS-ACC-SETT-JOB-04
10.205.53.119,prs-acc-sett-job,PRS-ACC-SETT-JOB-05
10.205.53.120,prs-acc-sett-job,PRS-ACC-SETT-JOB-06
10.205.53.121,prs-acc-other-job,PRS-ACC-OTHER-01
10.205.53.122,prs-acc-other-job,PRS-ACC-OTHER-02
10.205.53.123,prs-acc-othersett-job,PRS-ACC-OTHERSETT-JOB-01
10.205.53.124,prs-acc-othersett-job,PRS-ACC-OTHERSETT-JOB-02
10.205.53.125,prs-erp-sysc-mq,PRS-ERP-SYSC-MQ-01.IDC01
10.205.53.126,prs-erp-sysc-mq,PRS-ERP-SYSC-MQ-02.IDC01
10.205.53.127,prs-erp-sysc-job,PRS-ERP-SYSC-JOB-01.IDC01
10.205.53.128,prs-erp-sysc-job,PRS-ERP-SYSC-JOB-02.IDC01
10.205.53.133,prs-acc-main,PRS-ACC-MAIN-07
10.205.53.134,prs-acc-main,PRS-ACC-MAIN-08
10.205.53.135,prs-acc-main,PRS-ACC-MAIN-09
10.205.53.136,prs-acc-main,PRS-ACC-MAIN-10
10.205.53.137,prs-acc-main,PRS-ACC-MAIN-11
10.205.53.138,prs-acc-main,PRS-ACC-MAIN-12
10.205.53.221,prs-ddp-sync,PRS-DDP-SYNC-03
10.205.53.222,prs-ddp-sync,PRS-DDP-SYNC-04
10.205.53.223,prs-acc-mq,PRS-ACC-MQ-03
10.205.53.224,prs-acc-mq,PRS-ACC-MQ-04
10.205.53.225,prs-quote-mq,PRS-QUOTE-MQ-01
10.205.53.226,prs-quote-mq,PRS-QUOTE-MQ-02
10.205.53.227,prs-acc-bill-mq,PRS-ACC-BILL-MQ-01
10.205.53.228,prs-acc-bill-mq,PRS-ACC-BILL-MQ-02
10.205.53.229,prs-acc-bill-mq,PRS-ACC-BILL-MQ-03
10.205.53.230,prs-acc-bill-mq,PRS-ACC-BILL-MQ-04
10.205.53.231,prs-acc-bill-mq,PRS-ACC-BILL-MQ-05
10.205.53.232,prs-acc-bill-mq,PRS-ACC-BILL-MQ-06
10.205.53.233,prs-acc-bill-mq,PRS-ACC-BILL-MQ-07
10.205.53.234,prs-acc-bill-mq,PRS-ACC-BILL-MQ-08
10.205.53.51,prs-common-main,PRS-COMMON-MAIN-01
10.205.53.52,prs-common-main,PRS-COMMON-MAIN-02
10.205.53.53,prs-common-main,PRS-COMMON-MAIN-03
10.205.53.54,prs-common-main,PRS-COMMON-MAIN-04
10.205.53.55,prs-quote-main,PRS-QUOTE-MAIN-01
10.205.53.56,prs-quote-main,PRS-QUOTE-MAIN-02
10.205.53.57,prs-quote-main,PRS-QUOTE-MAIN-03
10.205.53.58,prs-quote-main,PRS-QUOTE-MAIN-04
10.205.53.59,prs-acc-main,PRS-ACC-MAIN-01
10.205.53.60,prs-acc-main,PRS-ACC-MAIN-02
10.205.53.61,prs-acc-main,PRS-ACC-MAIN-03
10.205.53.62,prs-acc-main,PRS-ACC-MAIN-04
10.205.53.63,prs-acc-main,PRS-ACC-MAIN-05
10.205.53.64,prs-acc-main,PRS-ACC-MAIN-06
10.205.53.65,prs-prepay-main,PRS-PREPAY-MAIN-01
10.205.53.66,prs-prepay-main,PRS-PREPAY-MAIN-02
10.205.53.67,prs-prepay-main,PRS-PREPAY-MAIN-03
10.205.53.68,prs-prepay-main,PRS-PREPAY-MAIN-04
10.205.53.69,prs-prepay-main,PRS-PREPAY-MAIN-05
10.205.53.70,prs-prepay-main,PRS-PREPAY-MAIN-06
10.205.53.71,prs-export-mq,PRS-EXPORT-MQ-01
10.205.53.72,prs-acc-other-job,PRS-ACC-OTHER-JOB-01
10.205.53.73,prs-acc-other-job,PRS-ACC-OTHER-JOB-02
10.205.53.74,prs-export-mq,PRS-EXPORT-MQ-02
10.205.53.75,prs-report-main,PRS-REPORT-MAIN-01
10.205.53.76,prs-report-main,PRS-REPORT-MAIN-02
10.205.53.77,prs-report-main,PRS-REPORT-MAIN-03
10.205.53.78,prs-report-main,PRS-REPORT-MAIN-04
10.205.53.79,prs-omg-sync,PRS-OMG-SYNC-01
10.205.53.80,prs-omg-sync,PRS-OMG-SYNC-02
10.205.53.81,prs-omg-sync,PRS-OMG-SYNC-03
10.205.53.82,prs-omg-sync,PRS-OMG-SYNC-04
10.205.53.83,prs-acc-mq,PRS-ACC-MQ-01
10.205.53.84,prs-acc-mq,PRS-ACC-MQ-02
10.205.53.85,prs-prepay-mq,PRS-PREPAY-MQ-01
10.205.53.86,prs-prepay-mq,PRS-PREPAY-MQ-02
10.205.53.87,prs-ddp-sync,PRS-DDP-SYNC-01
10.205.53.88,prs-ddp-sync,PRS-DDP-SYNC-02
10.205.53.89,prs-prepay-provider,PRS-PREPAY-PRO-01
10.205.53.90,prs-prepay-provider,PRS-PREPAY-PRO-02
10.205.53.91,prs-prepay-provider,PRS-PREPAY-PRO-03
10.205.53.92,prs-prepay-provider,PRS-PREPAY-PRO-04
10.205.53.93,prs-quote-provider,PRS-QUOTE-PRO-01
10.205.53.94,prs-quote-provider,PRS-QUOTE-PRO-02
10.205.53.95,prs-quote-provider,PRS-QUOTE-PRO-03
10.205.53.96,prs-quote-provider,PRS-QUOTE-PRO-04
10.205.53.97,prs-acc-provider,PRS-ACC-PRO-01
10.205.53.98,prs-acc-provider,PRS-ACC-PRO-02
10.205.53.99,prs-acc-provider,PRS-ACC-PRO-03
10.205.54.131,prs-elasticsearch,PRS-ELASTIC-JOB-01.IDC01
10.205.64.11,prs-mysql,PRS-MYSQL-01
10.205.64.12,prs-mysql,PRS-MYSQL-02
10.205.64.13,prs-mysql,PRS-MYSQL-03
10.205.64.14,prs-mysql,PRS-MYSQL-04
10.205.64.15,prs-mysql,PRS-MYSQL-05
10.205.64.16,prs-mysql,PRS-MYSQL-06
10.205.64.17,prs-mysql,PRS-MYSQL-07
10.205.64.18,prs-mysql,PRS-MYSQL-08
10.205.64.19,prs-mysql,PRS-MYSQL-09
10.205.64.20,prs-mysql,PRS-MYSQL-10
10.205.64.30,nos-mycat,MYCAT-PRS-NOS-01
10.205.64.31,nos-mycat,MYCAT-PRS-NOS-02
10.205.71.50,prs-workbench,prs.tomcat.prs-workbench.01.idc01
10.205.71.51,prs-workbench,prs.tomcat.prs-workbench.02.idc01
10.205.71.80,prs-large-main,prs.tomcat.prs-large-main.01.idc01
10.205.71.81,prs-large-main,prs.tomcat.prs-large-main.02.idc01
10.205.71.82,prs-large-main,prs.tomcat.prs-large-main.03.idc01
10.205.71.83,prs-large-main,prs.tomcat.prs-large-main.04.idc01
10.205.71.84,prs-site-main,prs.tomcat.prs-site-main.01.idc01
10.205.71.85,prs-site-main,prs.tomcat.prs-site-main.02.idc01
10.205.71.86,prs-site-mq,prs.tomcat.prs-site-mq.01.idc01
10.205.71.87,prs-site-mq,prs.tomcat.prs-site-mq.02.idc01
10.205.71.88,prs-site-job,prs.tomcat.prs-site-job.01.idc01
10.205.71.89,prs-redis,prs.redis.redis.01.idc01
10.205.71.90,prs-redis,prs.redis.redis.02.idc01
10.205.71.91,prs-mysql,prs.mysql.mysql.01.idc01
10.205.71.92,prs-mysql,prs.mysql.mysql.02.idc01
10.205.71.97,prs-site-job,prs.tomcat.prs-site-job.02.idc01
10.205.71.194,prs-mysql,prs.mysql.mysql.04.idc01
10.205.71.193,prs-mysql,prs.mysql.mysql.03.idc01
10.205.54.154,gis-location-provider,GIS-LOCA-PRO-01.IDC01
10.205.54.155,gis-location-provider,GIS-LOCA-PRO-02.IDC01
10.205.54.156,gis-location-provider,GIS-LOCA-PRO-03.IDC01
10.205.54.157,gis-location-provider,GIS-LOCA-PRO-04.IDC01
10.205.54.158,gis-location-provider,GIS-LOCA-PRO-05.IDC01
10.205.54.159,gis-location-provider,GIS-LOCA-PRO-06.IDC01
10.205.54.160,base-job,GIS-BASE-JOB-01.IDC01
10.205.54.161,gis-location-job,GIS-LOCA-JOB-01.IDC01
10.205.54.162,gis-elasticsearch,GIS-ELASTICSEARCH-01.IDC01
10.205.54.163,gis-elasticsearch,GIS-ELASTICSEARCH-02.IDC01
10.205.54.164,gis-elasticsearch,GIS-ELASTICSEARCH-03.IDC01
10.205.54.165,gis-elasticsearch,GIS-ELASTICSEARCH-04.IDC01
10.205.54.212,gis-sync-order,GIS-SYNC-ORDER.IDC01
10.205.54.31,gis-elasticsearch,GIS-ELASTICSEARCH-05.IDC01
10.205.54.32,gis-elasticsearch,GIS-ELASTICSEARCH-06.IDC01
10.205.54.33,gis-elasticsearch,GIS-ELASTICSEARCH-07.IDC01
10.205.54.34,gis-elasticsearch,GIS-ELASTICSEARCH-08.IDC01
10.205.54.152,gis-web-main,GIS-WEB-MAIN-01.IDC01
10.205.54.153,gis-web-main,GIS-WEB-MAIN-02.IDC01
10.205.54.166,gis-mysql,GIS-MYSQL-01.IDC01
10.205.54.167,gis-mysql,GIS-MYSQL-02.IDC01
10.205.54.148,base-job,gis.tomcat.base-job.02.idc01
10.205.54.149,gis-location-job,gis.tomcat.gis-location-job.02.idc01
10.205.54.150,gis-sync-order,gis.tomcat.gis-sync-order.02.idc01
10.205.18.181,nos-redis,NOS-REDIS-MASTER-01.IDC03
10.205.18.182,nos-redis,NOS-REDIS-SLAVE-01.IDC03
10.205.52.100,nos-opt-mq-sync-job,NOS-OPT-SYNC-02.IDC01
10.205.52.101,nos-opt-mq-sync-job,NOS-OPT-SYNC-03.IDC01
10.205.52.102,nos-opt-mq-sync-job,NOS-OPT-SYNC-04.IDC01
10.205.52.103,nos-opt-mq-sync-job,NOS-OPT-SYNC-05.IDC01
10.205.52.11,nos-nginx,NOS-NGINX-01.IDC03
10.205.52.12,nos-nginx,NOS-NGINX-02.IDC03
10.205.52.51,nos-opm-provider,NOS-OPM-PRO-01.IDC01
10.205.52.52,nos-opm-provider,NOS-OPM-PRO-02.IDC01
10.205.52.53,nos-opm-provider,NOS-OPM-PRO-03.IDC01
10.205.52.54,nos-opm-provider,NOS-OPM-PRO-04.IDC01
10.205.52.55,nos-opm-provider,NOS-OPM-PRO-05.IDC01
10.205.52.56,nos-opm-provider,NOS-OPM-PRO-06.IDC01
10.205.52.57,nos-opm-provider,NOS-OPM-PRO-07.IDC01
10.205.52.58,nos-opt-provider,NOS-OPT-PRO-01.IDC01
10.205.52.59,nos-opt-provider,NOS-OPT-PRO-02.IDC01
10.205.52.60,nos-opt-provider,NOS-OPT-PRO-03.IDC01
10.205.52.61,nos-opt-provider,NOS-OPT-PRO-04.IDC01
10.205.52.62,nos-opt-provider,NOS-OPT-PRO-05.IDC01
10.205.52.63,nos-opt-provider,NOS-OPT-PRO-06.IDC01
10.205.52.64,nos-opt-provider,NOS-OPT-PRO-07.IDC01
10.205.52.65,nos-omg-sync,NOS-OMG-SYNC-01.IDC01
10.205.52.66,nos-omg-sync,NOS-OMG-SYNC-02.IDC01
10.205.52.67,nos-omg-sync,NOS-OMG-SYNC-03.IDC01
10.205.52.68,nos-omg-sync,NOS-OMG-SYNC-04.IDC01
10.205.52.69,nos-omg-sync,NOS-OMG-SYNC-05.IDC01
10.205.52.70,nos-opm-web-main,NOS-OPM-WEB-01.IDC01
10.205.52.71,nos-opm-web-main,NOS-OPM-WEB-02.IDC01
10.205.52.72,nos-opm-web-main,NOS-OPM-WEB-03.IDC01
10.205.52.73,nos-opm-web-main,NOS-OPM-WEB-04.IDC01
10.205.52.74,nos-opm-web-main,NOS-OPM-WEB-05.IDC01
10.205.52.75,nos-opt-web-main,NOS-OPT-WEB-01.IDC01
10.205.52.76,nos-opt-web-main,NOS-OPT-WEB-02.IDC01
10.205.52.77,nos-opt-web-main,NOS-OPT-WEB-03.IDC01
10.205.52.78,nos-opt-web-main,NOS-OPT-WEB-04.IDC01
10.205.52.79,nos-opt-web-main,NOS-OPT-WEB-05.IDC01
